filename,tempo,spec_centroid,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,genre
[iSongs.info] 04 - Chaka Chaka Kadalandi.mp3,92.28515625,1467.056751747485,-136.7808074951172,141.70608520507812,-18.220600128173828,7.152318000793457,-1.5733646154403687,-3.653374433517456,-7.191776752471924,-5.660799980163574,-13.372943878173828,-5.439608097076416,-6.994217872619629,4.434141159057617,-0.7042888402938843,0.16176551580429077,0.25518837571144104,0.40494266152381897,0.20684729516506195,0.29591649770736694,0.1888865828514099,0.26367348432540894,0.22615720331668854,0.16527171432971954,0.22941181063652039,0.16171467304229736,0.2095075398683548,Devotional
[iSongs.info] 05 - Govindadi Namocharan.mp3,198.76802884615384,2079.323515977511,-145.7060089111328,89.78524017333984,-32.28599166870117,31.722412109375,-3.6502044200897217,4.33114767074585,-0.9335412383079529,-7.070992946624756,-7.11377477645874,4.418884754180908,-3.970999002456665,4.996333122253418,-1.5309072732925415,0.522940456867218,0.27855977416038513,0.39342963695526123,0.2686351239681244,0.27507561445236206,0.24866266548633575,0.24581453204154968,0.41410255432128906,0.22374741733074188,0.23335008323192596,0.1932040899991989,0.27564871311187744,Devotional
[iSongs.info] 06 - Itani Kante Ghanulu.mp3,184.5703125,1907.7847721282503,-173.49874877929688,89.24028015136719,-22.24972152709961,34.34366989135742,3.772584915161133,2.3778913021087646,-3.7722702026367188,-2.835124969482422,-7.577309608459473,1.704384207725525,-6.266397953033447,4.066625595092773,1.734007477760315,0.3223206400871277,0.547024130821228,0.29546576738357544,0.3366365432739258,0.1980394870042801,0.1935630589723587,0.20583142340183258,0.24110905826091766,0.3539062738418579,0.20507276058197021,0.21184894442558289,0.25923582911491394,Devotional
[iSongs.info] 07 - Japamalanu Medalo Vesi.mp3,95.703125,1653.2982751627449,-130.40516662597656,125.4852066040039,-23.69243049621582,-5.690349578857422,1.402924656867981,-0.22245991230010986,-8.479472160339355,9.288054466247559,-11.145233154296875,5.004358291625977,-3.4750680923461914,8.023233413696289,-3.2312095165252686,0.21390286087989807,0.36504608392715454,0.2523631453514099,0.23355551064014435,0.27044105529785156,0.18280808627605438,0.2367522269487381,0.22130535542964935,0.3328854441642761,0.13676048815250397,0.1756351739168167,0.40253785252571106,Devotional
[iSongs.info] 02 - Nuvvunte Naa Jathagaa.mp3,151.99908088235293,1603.412651431624,-168.54248046875,121.0583724975586,-2.287031412124634,24.18149757385254,9.086883544921875,-0.5948425531387329,-0.8687610030174255,-5.462082386016846,-6.3150787353515625,1.5492079257965088,-5.796955108642578,-3.2254581451416016,-5.115286350250244,0.5284603834152222,0.26365023851394653,0.28905150294303894,0.20641033351421356,0.25742635130882263,0.21769331395626068,0.18143928050994873,0.3011813461780548,0.25907060503959656,0.3570142686367035,0.2646087110042572,0.41116827726364136,Sad
[iSongs.info] 04 - Amma Amma.mp3,89.10290948275862,1225.1497715997268,-245.86798095703125,117.42325592041016,14.110454559326172,22.17139434814453,18.558971405029297,12.69255542755127,2.0623254776000977,-2.661951780319214,-7.327817916870117,-2.8296058177948,-3.9021008014678955,-1.8000116348266602,-2.8622167110443115,0.1723143607378006,0.23105959594249725,0.31901493668556213,0.2228507101535797,0.16855601966381073,0.12956398725509644,0.25194185972213745,0.4345603585243225,0.30310899019241333,0.44449329376220703,0.2443474382162094,0.14625735580921173,Sad
[iSongs.info] 04 - Cheppave Balamani.mp3,172.265625,2154.3498425614016,-132.51715087890625,93.17771911621094,3.920544385910034,24.64960479736328,9.818663597106934,6.191417694091797,-4.586984157562256,4.352402210235596,-7.356168746948242,-1.6373990774154663,-4.505755424499512,1.9762898683547974,-2.2653493881225586,0.2756011188030243,0.18959368765354156,0.25177544355392456,0.21575571596622467,0.35003337264060974,0.239066481590271,0.2551305294036865,0.3579213619232178,0.3871665298938751,0.5417575240135193,0.3227110207080841,0.35803747177124023,Sad
[iSongs.info] 05 - Yellipoke Shyamala.mp3,86.1328125,1459.3549074655584,-198.53378295898438,112.26886749267578,16.901880264282227,31.780168533325195,27.087600708007812,12.43692684173584,8.745479583740234,14.639276504516602,-7.452499866485596,5.897789001464844,0.5775802731513977,-3.7475392818450928,6.535430431365967,0.33721989393234253,0.22815918922424316,0.21283838152885437,0.2298954278230667,0.3818773627281189,0.6461554169654846,0.42834237217903137,0.3372921943664551,0.27354851365089417,0.30247318744659424,0.3091634511947632,0.2576519846916199,Sad
[iSongs.info] 06 - Adhey Nannu.mp3,135.99917763157896,2208.728605794515,-218.27947998046875,74.6915512084961,1.4946599006652832,6.109543323516846,-6.03240966796875,-5.320390701293945,-12.780205726623535,-4.516079902648926,-13.991547584533691,-0.5919263958930969,-9.929729461669922,-10.691020965576172,-8.032825469970703,0.3227713704109192,0.20195500552654266,0.10374680161476135,0.1163104772567749,0.2710469961166382,0.44396495819091797,0.37177160382270813,0.3444421589374542,0.32820925116539,0.31834718585014343,0.2774600386619568,0.302979975938797,Sad
[iSongs.info] 08 - Badulu Tochani (1).mp3,117.45383522727273,1464.8571715267371,-183.534423828125,127.16871643066406,9.434309005737305,10.025704383850098,0.2816975712776184,-2.1474084854125977,3.723335027694702,0.5644466876983643,-17.57046890258789,9.75536060333252,-5.040532112121582,-3.2588536739349365,-3.0299267768859863,0.3354523479938507,0.34056052565574646,0.4671010673046112,0.32002362608909607,0.4262993037700653,0.4204696714878082,0.32250526547431946,0.4170186519622803,0.2830285429954529,0.3629707098007202,0.22796101868152618,0.24784547090530396,Sad
[iSongs.info] 08 - Undiporaadhey (Sad Version).mp3,172.265625,1606.2488152799053,-217.50933837890625,124.6485595703125,-18.108644485473633,33.872745513916016,15.128089904785156,-8.85344409942627,-1.1528868675231934,2.7103676795959473,-12.003260612487793,2.8906171321868896,2.02873158454895,-3.733790397644043,5.1802215576171875,0.25973066687583923,0.30744051933288574,0.2015676647424698,0.3648204803466797,0.20117099583148956,0.332374632358551,0.19133488833904266,0.13221372663974762,0.27013930678367615,0.23192575573921204,0.37787872552871704,0.18453332781791687,Sad
[iSongs.info] 01 - Ammadu Lets Do Kummudu.mp3,95.703125,2711.6620020055734,-52.219451904296875,75.33934020996094,2.67622709274292,11.565289497375488,-3.6295461654663086,7.358973503112793,-0.884406566619873,5.0957841873168945,3.0592126846313477,4.013304710388184,-0.17296470701694489,-1.0015894174575806,-1.7477658987045288,0.3827449083328247,0.4063182771205902,0.3289200961589813,0.34976354241371155,0.4550078809261322,0.3462451994419098,0.33184969425201416,0.4021970331668854,0.5033250451087952,0.6867111325263977,0.4508737027645111,0.41304922103881836,Mass
[iSongs.info] 01 - Dimaak Kharaab.mp3,151.99908088235293,2917.6113134146685,-165.2258758544922,54.676082611083984,-25.82656478881836,15.370613098144531,-15.755345344543457,-11.677803039550781,-2.501763343811035,-18.979475021362305,-11.230470657348633,-3.7851028442382812,-17.405717849731445,-2.0984156131744385,-26.27491569519043,0.3177894651889801,0.26128673553466797,0.41253405809402466,0.2399960458278656,0.2503053843975067,0.30036163330078125,0.28312209248542786,0.4468088150024414,0.26460590958595276,0.29671359062194824,0.3579599857330322,0.2896994352340698,Mass
[iSongs.info] 01 - Mind Block.mp3,80.74951171875,1912.103079893906,-90.1379165649414,107.13923645019531,-4.427273273468018,22.911375045776367,0.6676748991012573,6.497317314147949,-0.9317187666893005,1.3821799755096436,-0.4903806447982788,8.639606475830078,-0.20964829623699188,5.379788875579834,-1.1311661005020142,0.3352947235107422,0.26520898938179016,0.3360283374786377,0.22972652316093445,0.2609082758426666,0.348057359457016,0.3798217177391052,0.5726981163024902,0.32084834575653076,0.2640838027000427,0.283500075340271,0.2835739850997925,Mass
[iSongs.info] 04 - Blockbuster.mp3,161.4990234375,2060.6800430802023,-186.53509521484375,111.96463775634766,30.12795639038086,-8.954623222351074,5.141112327575684,-8.646224021911621,-10.9404296875,-10.228689193725586,-9.039361000061035,-4.053016185760498,-10.085797309875488,-0.2170056849718094,-4.5401291847229,0.46245303750038147,0.33805564045906067,0.37234631180763245,0.32864999771118164,0.27790483832359314,0.3151038885116577,0.3584832549095154,0.4517960548400879,0.32604271173477173,0.3660067617893219,0.41597867012023926,0.3554362952709198,Mass
[iSongs.info] 04 - ButtaBomma.mp3,117.45383522727273,1799.4960488691868,-196.8528289794922,115.43602752685547,27.87757682800293,3.365705966949463,17.305784225463867,-7.984302520751953,-1.2467021942138672,-5.637937545776367,-16.214197158813477,-3.4280173778533936,-11.743497848510742,-6.6416335105896,-9.710619926452637,0.2233162522315979,0.23623080551624298,0.25613170862197876,0.2043180912733078,0.30275100469589233,0.24762673676013947,0.40668782591819763,0.2279813587665558,0.2023485004901886,0.3134981095790863,0.2917863726615906,0.42648395895957947,Mass
[iSongs.info] 05 - Jigelu Rani.mp3,135.99917763157896,1828.0479471785022,-191.546142578125,99.1170425415039,-66.78496551513672,-8.178990364074707,-21.276348114013672,-27.879308700561523,-23.320749282836914,-20.99325942993164,-20.430953979492188,-10.135441780090332,-14.528637886047363,-7.677828311920166,-15.715006828308105,0.2891606092453003,0.2840946316719055,0.29841819405555725,0.35125085711479187,0.3529629111289978,0.28287118673324585,0.2624005377292633,0.25732144713401794,0.2434648871421814,0.2311794012784958,0.2500362694263458,0.26924124360084534,Mass
[iSongs.info] 06 - Pakka Local.mp3,95.703125,1530.089331459536,-127.8930435180664,129.96714782714844,0.11473404616117477,30.445838928222656,13.48302936553955,-2.3560967445373535,26.013378143310547,-12.779523849487305,-3.034921646118164,3.9068009853363037,-15.14463996887207,13.270071983337402,-4.682261943817139,0.22906231880187988,0.3061147630214691,0.25807222723960876,0.3629164397716522,0.20054493844509125,0.23110926151275635,0.14988012611865997,0.15938787162303925,0.24946407973766327,0.22056595981121063,0.4079236090183258,0.20625700056552887,Mass
